n,th,c,pc,mc,p1c,m1c,avgAcc,avgTime,avgK,overTh,numTrials,numK
5,5,0,0.3,1,0.3,1,0.9932971428571429,12.253148571428572,12.253148571428572,both,175000,all
5,5,0,0.3,1,0.3,1,0,0,0,over,0,all
5,5,0,0.3,1,0.3,1,0.9932971428571429,12.253148571428572,12.253148571428572,exact,175000,all
5,5,0,0.3,1,0.3,1,0,0,0,both,0,0
5,5,0,0.3,1,0.3,1,0,0,0,over,0,0
5,5,0,0.3,1,0.3,1,0,0,0,exact,0,0
5,5,0,0.3,1,0.3,1,0,0,0,both,0,1
5,5,0,0.3,1,0.3,1,0,0,0,over,0,1
5,5,0,0.3,1,0.3,1,0,0,0,exact,0,1
5,5,0,0.3,1,0.3,1,0,0,0,both,0,2
5,5,0,0.3,1,0.3,1,0,0,0,over,0,2
5,5,0,0.3,1,0.3,1,0,0,0,exact,0,2
5,5,0,0.3,1,0.3,1,0,0,0,both,0,3
5,5,0,0.3,1,0.3,1,0,0,0,over,0,3
5,5,0,0.3,1,0.3,1,0,0,0,exact,0,3
5,5,0,0.3,1,0.3,1,0,0,0,both,0,4
5,5,0,0.3,1,0.3,1,0,0,0,over,0,4
5,5,0,0.3,1,0.3,1,0,0,0,exact,0,4
5,5,0,0.3,1,0.3,1,0.9920112781954887,5.0,5.0,both,2128,5
5,5,0,0.3,1,0.3,1,0,0,0,over,0,5
5,5,0,0.3,1,0.3,1,0.9920112781954887,5.0,5.0,exact,2128,5
5,5,0,0.3,1,0.3,1,0.9924861156484809,6.0,6.0,both,6122,6
5,5,0,0.3,1,0.3,1,0,0,0,over,0,6
5,5,0,0.3,1,0.3,1,0.9924861156484809,6.0,6.0,exact,6122,6
5,5,0,0.3,1,0.3,1,0.9929474262685474,7.0,7.0,both,10918,7
5,5,0,0.3,1,0.3,1,0,0,0,over,0,7
5,5,0,0.3,1,0.3,1,0.9929474262685474,7.0,7.0,exact,10918,7
5,5,0,0.3,1,0.3,1,0.9930560330010313,8.0,8.0,both,14545,8
5,5,0,0.3,1,0.3,1,0,0,0,over,0,8
5,5,0,0.3,1,0.3,1,0.9930560330010313,8.0,8.0,exact,14545,8
5,5,0,0.3,1,0.3,1,0.9934772569845302,9.0,9.0,both,17324,9
5,5,0,0.3,1,0.3,1,0,0,0,over,0,9
5,5,0,0.3,1,0.3,1,0.9934772569845302,9.0,9.0,exact,17324,9
5,5,0,0.3,1,0.3,1,0.993393189903439,14.102812936118035,14.102812936118035,both,123963,10
5,5,0,0.3,1,0.3,1,0,0,0,over,0,10
5,5,0,0.3,1,0.3,1,0.993393189903439,14.102812936118035,14.102812936118035,exact,123963,10
5,5,0.1,0.3,1,0.3,1,0.9905142857142857,12.745485714285714,11.47244,both,175000,all
5,5,0.1,0.3,1,0.3,1,0,0,0,over,0,all
5,5,0.1,0.3,1,0.3,1,0.9905142857142857,12.745485714285714,11.47244,exact,175000,all
5,5,0.1,0.3,1,0.3,1,0,0,0,both,0,0
5,5,0.1,0.3,1,0.3,1,0,0,0,over,0,0
5,5,0.1,0.3,1,0.3,1,0,0,0,exact,0,0
5,5,0.1,0.3,1,0.3,1,0,0,0,both,0,1
5,5,0.1,0.3,1,0.3,1,0,0,0,over,0,1
5,5,0.1,0.3,1,0.3,1,0,0,0,exact,0,1
5,5,0.1,0.3,1,0.3,1,1.0,5.6923076923076925,2.0,both,26,2
5,5,0.1,0.3,1,0.3,1,0,0,0,over,0,2
5,5,0.1,0.3,1,0.3,1,1.0,5.6923076923076925,2.0,exact,26,2
5,5,0.1,0.3,1,0.3,1,0.9831223628691983,5.5358649789029535,3.0,both,237,3
5,5,0.1,0.3,1,0.3,1,0,0,0,over,0,3
5,5,0.1,0.3,1,0.3,1,0.9831223628691983,5.5358649789029535,3.0,exact,237,3
5,5,0.1,0.3,1,0.3,1,0.9924033149171271,5.788674033149171,4.0,both,1448,4
5,5,0.1,0.3,1,0.3,1,0,0,0,over,0,4
5,5,0.1,0.3,1,0.3,1,0.9924033149171271,5.788674033149171,4.0,exact,1448,4
5,5,0.1,0.3,1,0.3,1,0.9941095621441194,6.182014529746711,5.0,both,5093,5
5,5,0.1,0.3,1,0.3,1,0,0,0,over,0,5
5,5,0.1,0.3,1,0.3,1,0.9941095621441194,6.182014529746711,5.0,exact,5093,5
5,5,0.1,0.3,1,0.3,1,0.9932851239669421,7.020971074380165,6.0,both,9680,6
5,5,0.1,0.3,1,0.3,1,0,0,0,over,0,6
5,5,0.1,0.3,1,0.3,1,0.9932851239669421,7.020971074380165,6.0,exact,9680,6
5,5,0.1,0.3,1,0.3,1,0.9924886621315193,8.00141723356009,7.0,both,14112,7
5,5,0.1,0.3,1,0.3,1,0,0,0,over,0,7
5,5,0.1,0.3,1,0.3,1,0.9924886621315193,8.00141723356009,7.0,exact,14112,7
5,5,0.1,0.3,1,0.3,1,0.9919241573033708,9.008251404494382,8.0,both,17088,8
5,5,0.1,0.3,1,0.3,1,0,0,0,over,0,8
5,5,0.1,0.3,1,0.3,1,0.9919241573033708,9.008251404494382,8.0,exact,17088,8
5,5,0.1,0.3,1,0.3,1,0.9919645331116653,10.022610141313383,9.0,both,18045,9
5,5,0.1,0.3,1,0.3,1,0,0,0,over,0,9
5,5,0.1,0.3,1,0.3,1,0.9919645331116653,10.022610141313383,9.0,exact,18045,9
5,5,0.1,0.3,1,0.3,1,0.9893750400380705,15.31479532538368,13.90747773883281,both,109271,10
5,5,0.1,0.3,1,0.3,1,0,0,0,over,0,10
5,5,0.1,0.3,1,0.3,1,0.9893750400380705,15.31479532538368,13.90747773883281,exact,109271,10
5,5,0.3,0.3,1,0.3,1,0.9855485714285714,13.912708571428572,9.739771428571428,both,175000,all
5,5,0.3,0.3,1,0.3,1,0,0,0,over,0,all
5,5,0.3,0.3,1,0.3,1,0.9855485714285714,13.912708571428572,9.739771428571428,exact,175000,all
5,5,0.3,0.3,1,0.3,1,1.0,6.5,0.0,both,2,0
5,5,0.3,0.3,1,0.3,1,0,0,0,over,0,0
5,5,0.3,0.3,1,0.3,1,1.0,6.5,0.0,exact,2,0
5,5,0.3,0.3,1,0.3,1,1.0,6.1647058823529415,1.0,both,85,1
5,5,0.3,0.3,1,0.3,1,0,0,0,over,0,1
5,5,0.3,0.3,1,0.3,1,1.0,6.1647058823529415,1.0,exact,85,1
5,5,0.3,0.3,1,0.3,1,0.9906542056074766,6.321762349799733,2.0,both,749,2
5,5,0.3,0.3,1,0.3,1,0,0,0,over,0,2
5,5,0.3,0.3,1,0.3,1,0.9906542056074766,6.321762349799733,2.0,exact,749,2
5,5,0.3,0.3,1,0.3,1,0.9890675241157556,6.718971061093248,3.0,both,3110,3
5,5,0.3,0.3,1,0.3,1,0,0,0,over,0,3
5,5,0.3,0.3,1,0.3,1,0.9890675241157556,6.718971061093248,3.0,exact,3110,3
5,5,0.3,0.3,1,0.3,1,0.9909018987341772,7.2993143459915615,4.0,both,7584,4
5,5,0.3,0.3,1,0.3,1,0,0,0,over,0,4
5,5,0.3,0.3,1,0.3,1,0.9909018987341772,7.2993143459915615,4.0,exact,7584,4
5,5,0.3,0.3,1,0.3,1,0.9906242675209,8.14626142667396,5.0,both,12799,5
5,5,0.3,0.3,1,0.3,1,0,0,0,over,0,5
5,5,0.3,0.3,1,0.3,1,0.9906242675209,8.14626142667396,5.0,exact,12799,5
5,5,0.3,0.3,1,0.3,1,0.9887480753286746,9.13656283311619,6.0,both,16886,6
5,5,0.3,0.3,1,0.3,1,0,0,0,over,0,6
5,5,0.3,0.3,1,0.3,1,0.9887480753286746,9.13656283311619,6.0,exact,16886,6
5,5,0.3,0.3,1,0.3,1,0.9892982642956022,10.2713768501757,7.0,both,18782,7
5,5,0.3,0.3,1,0.3,1,0,0,0,over,0,7
5,5,0.3,0.3,1,0.3,1,0.9892982642956022,10.2713768501757,7.0,exact,18782,7
5,5,0.3,0.3,1,0.3,1,0.9884585391213933,11.453600207954251,8.0,both,19235,8
5,5,0.3,0.3,1,0.3,1,0,0,0,over,0,8
5,5,0.3,0.3,1,0.3,1,0.9884585391213933,11.453600207954251,8.0,exact,19235,8
5,5,0.3,0.3,1,0.3,1,0.9852175838777544,12.695327206289447,9.0,both,18062,9
5,5,0.3,0.3,1,0.3,1,0,0,0,over,0,9
5,5,0.3,0.3,1,0.3,1,0.9852175838777544,12.695327206289447,9.0,exact,18062,9
5,5,0.3,0.3,1,0.3,1,0.9817388618639488,18.687411525493527,13.512315651301058,both,77706,10
5,5,0.3,0.3,1,0.3,1,0,0,0,over,0,10
5,5,0.3,0.3,1,0.3,1,0.9817388618639488,18.687411525493527,13.512315651301058,exact,77706,10
5,5,0.5,0.3,1,0.3,1,0.9819428571428571,15.360885714285715,7.684142857142857,both,175000,all
5,5,0.5,0.3,1,0.3,1,0,0,0,over,0,all
5,5,0.5,0.3,1,0.3,1,0.9819428571428571,15.360885714285715,7.684142857142857,exact,175000,all
5,5,0.5,0.3,1,0.3,1,1.0,7.25,0.0,both,84,0
5,5,0.5,0.3,1,0.3,1,0,0,0,over,0,0
5,5,0.5,0.3,1,0.3,1,1.0,7.25,0.0,exact,84,0
5,5,0.5,0.3,1,0.3,1,0.9912559618441972,7.461844197138315,1.0,both,1258,1
5,5,0.5,0.3,1,0.3,1,0,0,0,over,0,1
5,5,0.5,0.3,1,0.3,1,0.9912559618441972,7.461844197138315,1.0,exact,1258,1
5,5,0.5,0.3,1,0.3,1,0.9898496974429045,7.8338863946906105,2.0,both,5123,2
5,5,0.5,0.3,1,0.3,1,0,0,0,over,0,2
5,5,0.5,0.3,1,0.3,1,0.9898496974429045,7.8338863946906105,2.0,exact,5123,2
5,5,0.5,0.3,1,0.3,1,0.9893494275317298,8.619508298571048,3.0,both,11267,3
5,5,0.5,0.3,1,0.3,1,0,0,0,over,0,3
5,5,0.5,0.3,1,0.3,1,0.9893494275317298,8.619508298571048,3.0,exact,11267,3
5,5,0.5,0.3,1,0.3,1,0.9891631205673759,9.63177304964539,4.0,both,17625,4
5,5,0.5,0.3,1,0.3,1,0,0,0,over,0,4
5,5,0.5,0.3,1,0.3,1,0.9891631205673759,9.63177304964539,4.0,exact,17625,4
5,5,0.5,0.3,1,0.3,1,0.9871136471707085,10.860912981455064,5.0,both,21030,5
5,5,0.5,0.3,1,0.3,1,0,0,0,over,0,5
5,5,0.5,0.3,1,0.3,1,0.9871136471707085,10.860912981455064,5.0,exact,21030,5
5,5,0.5,0.3,1,0.3,1,0.9857976743117157,12.255917635703451,6.0,both,21757,6
5,5,0.5,0.3,1,0.3,1,0,0,0,over,0,6
5,5,0.5,0.3,1,0.3,1,0.9857976743117157,12.255917635703451,6.0,exact,21757,6
5,5,0.5,0.3,1,0.3,1,0.9837248656181565,13.780011945052758,7.0,both,20092,7
5,5,0.5,0.3,1,0.3,1,0,0,0,over,0,7
5,5,0.5,0.3,1,0.3,1,0.9837248656181565,13.780011945052758,7.0,exact,20092,7
5,5,0.5,0.3,1,0.3,1,0.980852164912886,15.398424472428268,8.0,both,17391,8
5,5,0.5,0.3,1,0.3,1,0,0,0,over,0,8
5,5,0.5,0.3,1,0.3,1,0.980852164912886,15.398424472428268,8.0,exact,17391,8
5,5,0.5,0.3,1,0.3,1,0.9783497024876335,17.025951681124095,9.0,both,13949,9
5,5,0.5,0.3,1,0.3,1,0,0,0,over,0,9
5,5,0.5,0.3,1,0.3,1,0.9783497024876335,17.025951681124095,9.0,exact,13949,9
5,5,0.5,0.3,1,0.3,1,0.9726135963367383,24.082775625220147,12.94282758013385,both,45424,10
5,5,0.5,0.3,1,0.3,1,0,0,0,over,0,10
5,5,0.5,0.3,1,0.3,1,0.9726135963367383,24.082775625220147,12.94282758013385,exact,45424,10
5,5,0.7,0.3,1,0.3,1,0.98144,17.426497142857144,5.229834285714285,both,175000,all
5,5,0.7,0.3,1,0.3,1,0,0,0,over,0,all
5,5,0.7,0.3,1,0.3,1,0.98144,17.426497142857144,5.229834285714285,exact,175000,all
5,5,0.7,0.3,1,0.3,1,0.9941176470588236,9.522058823529411,0.0,both,1360,0
5,5,0.7,0.3,1,0.3,1,0,0,0,over,0,0
5,5,0.7,0.3,1,0.3,1,0.9941176470588236,9.522058823529411,0.0,exact,1360,0
5,5,0.7,0.3,1,0.3,1,0.989718372820742,9.820406794814483,1.0,both,8948,1
5,5,0.7,0.3,1,0.3,1,0,0,0,over,0,1
5,5,0.7,0.3,1,0.3,1,0.989718372820742,9.820406794814483,1.0,exact,8948,1
5,5,0.7,0.3,1,0.3,1,0.9885943279901356,10.811600904233456,2.0,both,19464,2
5,5,0.7,0.3,1,0.3,1,0,0,0,over,0,2
5,5,0.7,0.3,1,0.3,1,0.9885943279901356,10.811600904233456,2.0,exact,19464,2
5,5,0.7,0.3,1,0.3,1,0.986680098500112,12.198865756286844,3.0,both,26802,3
5,5,0.7,0.3,1,0.3,1,0,0,0,over,0,3
5,5,0.7,0.3,1,0.3,1,0.986680098500112,12.198865756286844,3.0,exact,26802,3
5,5,0.7,0.3,1,0.3,1,0.9855827433141348,14.031585898235445,4.0,both,27259,4
5,5,0.7,0.3,1,0.3,1,0,0,0,over,0,4
5,5,0.7,0.3,1,0.3,1,0.9855827433141348,14.031585898235445,4.0,exact,27259,4
5,5,0.7,0.3,1,0.3,1,0.9826601556033769,16.114923025989075,5.0,both,24164,5
5,5,0.7,0.3,1,0.3,1,0,0,0,over,0,5
5,5,0.7,0.3,1,0.3,1,0.9826601556033769,16.114923025989075,5.0,exact,24164,5
5,5,0.7,0.3,1,0.3,1,0.9798513711534436,18.41699811597237,6.0,both,19108,6
5,5,0.7,0.3,1,0.3,1,0,0,0,over,0,6
5,5,0.7,0.3,1,0.3,1,0.9798513711534436,18.41699811597237,6.0,exact,19108,6
5,5,0.7,0.3,1,0.3,1,0.9766168106172319,20.882100976055053,7.0,both,14241,7
5,5,0.7,0.3,1,0.3,1,0,0,0,over,0,7
5,5,0.7,0.3,1,0.3,1,0.9766168106172319,20.882100976055053,7.0,exact,14241,7
5,5,0.7,0.3,1,0.3,1,0.9761371384045973,23.456998149410733,8.0,both,10267,8
5,5,0.7,0.3,1,0.3,1,0,0,0,over,0,8
5,5,0.7,0.3,1,0.3,1,0.9761371384045973,23.456998149410733,8.0,exact,10267,8
5,5,0.7,0.3,1,0.3,1,0.9714285714285714,26.254216027874566,9.0,both,7175,9
5,5,0.7,0.3,1,0.3,1,0,0,0,over,0,9
5,5,0.7,0.3,1,0.3,1,0.9714285714285714,26.254216027874566,9.0,exact,7175,9
5,5,0.7,0.3,1,0.3,1,0.9636688872440168,34.606094251171974,12.092092277325438,both,16212,10
5,5,0.7,0.3,1,0.3,1,0,0,0,over,0,10
5,5,0.7,0.3,1,0.3,1,0.9636688872440168,34.606094251171974,12.092092277325438,exact,16212,10
5,5,0.9,0.3,1,0.3,1,0.9856857142857143,21.126617142857143,2.1107314285714285,both,175000,all
5,5,0.9,0.3,1,0.3,1,0,0,0,over,0,all
5,5,0.9,0.3,1,0.3,1,0.9856857142857143,21.126617142857143,2.1107314285714285,exact,175000,all
5,5,0.9,0.3,1,0.3,1,0.993587039068433,14.863429246477091,0.0,both,23702,0
5,5,0.9,0.3,1,0.3,1,0,0,0,over,0,0
5,5,0.9,0.3,1,0.3,1,0.993587039068433,14.863429246477091,0.0,exact,23702,0
5,5,0.9,0.3,1,0.3,1,0.9889075630252101,16.44448838358873,1.0,both,50575,1
5,5,0.9,0.3,1,0.3,1,0,0,0,over,0,1
5,5,0.9,0.3,1,0.3,1,0.9889075630252101,16.44448838358873,1.0,exact,50575,1
5,5,0.9,0.3,1,0.3,1,0.9863256225685466,19.49744915787267,2.0,both,42927,2
5,5,0.9,0.3,1,0.3,1,0,0,0,over,0,2
5,5,0.9,0.3,1,0.3,1,0.9863256225685466,19.49744915787267,2.0,exact,42927,2
5,5,0.9,0.3,1,0.3,1,0.9831372691845431,23.722147357686563,3.0,both,27457,3
5,5,0.9,0.3,1,0.3,1,0,0,0,over,0,3
5,5,0.9,0.3,1,0.3,1,0.9831372691845431,23.722147357686563,3.0,exact,27457,3
5,5,0.9,0.3,1,0.3,1,0.979259161089391,28.65085150089457,4.0,both,15091,4
5,5,0.9,0.3,1,0.3,1,0,0,0,over,0,4
5,5,0.9,0.3,1,0.3,1,0.979259161089391,28.65085150089457,4.0,exact,15091,4
5,5,0.9,0.3,1,0.3,1,0.9739563385675987,33.70088088854845,5.0,both,7833,5
5,5,0.9,0.3,1,0.3,1,0,0,0,over,0,5
5,5,0.9,0.3,1,0.3,1,0.9739563385675987,33.70088088854845,5.0,exact,7833,5
5,5,0.9,0.3,1,0.3,1,0.974768280123584,39.70803295571576,6.0,both,3884,6
5,5,0.9,0.3,1,0.3,1,0,0,0,over,0,6
5,5,0.9,0.3,1,0.3,1,0.974768280123584,39.70803295571576,6.0,exact,3884,6
5,5,0.9,0.3,1,0.3,1,0.9704142011834319,44.98762775685853,7.0,both,1859,7
5,5,0.9,0.3,1,0.3,1,0,0,0,over,0,7
5,5,0.9,0.3,1,0.3,1,0.9704142011834319,44.98762775685853,7.0,exact,1859,7
5,5,0.9,0.3,1,0.3,1,0.960308710033076,50.67916207276736,8.0,both,907,8
5,5,0.9,0.3,1,0.3,1,0,0,0,over,0,8
5,5,0.9,0.3,1,0.3,1,0.960308710033076,50.67916207276736,8.0,exact,907,8
5,5,0.9,0.3,1,0.3,1,0.9551886792452831,55.08490566037736,9.0,both,424,9
5,5,0.9,0.3,1,0.3,1,0,0,0,over,0,9
5,5,0.9,0.3,1,0.3,1,0.9551886792452831,55.08490566037736,9.0,exact,424,9
5,5,0.9,0.3,1,0.3,1,0.9501466275659824,62.6099706744868,10.733137829912023,both,341,10
5,5,0.9,0.3,1,0.3,1,0,0,0,over,0,10
5,5,0.9,0.3,1,0.3,1,0.9501466275659824,62.6099706744868,10.733137829912023,exact,341,10
5,5,1,0.3,1,0.3,1,0.9934285714285714,25.790405714285715,0.0,both,175000,all
5,5,1,0.3,1,0.3,1,0,0,0,over,0,all
5,5,1,0.3,1,0.3,1,0.9934285714285714,25.790405714285715,0.0,exact,175000,all
5,5,1,0.3,1,0.3,1,0.9934285714285714,25.790405714285715,0.0,both,175000,0
5,5,1,0.3,1,0.3,1,0,0,0,over,0,0
5,5,1,0.3,1,0.3,1,0.9934285714285714,25.790405714285715,0.0,exact,175000,0
5,5,1,0.3,1,0.3,1,0,0,0,both,0,1
5,5,1,0.3,1,0.3,1,0,0,0,over,0,1
5,5,1,0.3,1,0.3,1,0,0,0,exact,0,1
5,5,1,0.3,1,0.3,1,0,0,0,both,0,2
5,5,1,0.3,1,0.3,1,0,0,0,over,0,2
5,5,1,0.3,1,0.3,1,0,0,0,exact,0,2
5,5,1,0.3,1,0.3,1,0,0,0,both,0,3
5,5,1,0.3,1,0.3,1,0,0,0,over,0,3
5,5,1,0.3,1,0.3,1,0,0,0,exact,0,3
5,5,1,0.3,1,0.3,1,0,0,0,both,0,4
5,5,1,0.3,1,0.3,1,0,0,0,over,0,4
5,5,1,0.3,1,0.3,1,0,0,0,exact,0,4
5,5,1,0.3,1,0.3,1,0,0,0,both,0,5
5,5,1,0.3,1,0.3,1,0,0,0,over,0,5
5,5,1,0.3,1,0.3,1,0,0,0,exact,0,5
5,5,1,0.3,1,0.3,1,0,0,0,both,0,6
5,5,1,0.3,1,0.3,1,0,0,0,over,0,6
5,5,1,0.3,1,0.3,1,0,0,0,exact,0,6
5,5,1,0.3,1,0.3,1,0,0,0,both,0,7
5,5,1,0.3,1,0.3,1,0,0,0,over,0,7
5,5,1,0.3,1,0.3,1,0,0,0,exact,0,7
5,5,1,0.3,1,0.3,1,0,0,0,both,0,8
5,5,1,0.3,1,0.3,1,0,0,0,over,0,8
5,5,1,0.3,1,0.3,1,0,0,0,exact,0,8
5,5,1,0.3,1,0.3,1,0,0,0,both,0,9
5,5,1,0.3,1,0.3,1,0,0,0,over,0,9
5,5,1,0.3,1,0.3,1,0,0,0,exact,0,9
5,5,1,0.3,1,0.3,1,0,0,0,both,0,10
5,5,1,0.3,1,0.3,1,0,0,0,over,0,10
5,5,1,0.3,1,0.3,1,0,0,0,exact,0,10
5,5,0,0.3,1,0.3,2,0.9976,5.541782857142858,5.541782857142858,both,175000,all
5,5,0,0.3,1,0.3,2,0.9976,5.541782857142858,5.541782857142858,over,175000,all
5,5,0,0.3,1,0.3,2,0,0,0,exact,0,all
5,5,0,0.3,1,0.3,2,0,0,0,both,0,0
5,5,0,0.3,1,0.3,2,0,0,0,over,0,0
5,5,0,0.3,1,0.3,2,0,0,0,exact,0,0
5,5,0,0.3,1,0.3,2,0,0,0,both,0,1
5,5,0,0.3,1,0.3,2,0,0,0,over,0,1
5,5,0,0.3,1,0.3,2,0,0,0,exact,0,1
5,5,0,0.3,1,0.3,2,0,0,0,both,0,2
5,5,0,0.3,1,0.3,2,0,0,0,over,0,2
5,5,0,0.3,1,0.3,2,0,0,0,exact,0,2
5,5,0,0.3,1,0.3,2,0.997618298656361,3.0,3.0,both,22253,3
5,5,0,0.3,1,0.3,2,0.997618298656361,3.0,3.0,over,22253,3
5,5,0,0.3,1,0.3,2,0,0,0,exact,0,3
5,5,0,0.3,1,0.3,2,0.9975153309367731,4.0,4.0,both,37832,4
5,5,0,0.3,1,0.3,2,0.9975153309367731,4.0,4.0,over,37832,4
5,5,0,0.3,1,0.3,2,0,0,0,exact,0,4
5,5,0,0.3,1,0.3,2,0.9977308294209702,5.0,5.0,both,38340,5
5,5,0,0.3,1,0.3,2,0.9977308294209702,5.0,5.0,over,38340,5
5,5,0,0.3,1,0.3,2,0,0,0,exact,0,5
5,5,0,0.3,1,0.3,2,0.9976450296858934,6.0,6.0,both,30149,6
5,5,0,0.3,1,0.3,2,0.9976450296858934,6.0,6.0,over,30149,6
5,5,0,0.3,1,0.3,2,0,0,0,exact,0,6
5,5,0,0.3,1,0.3,2,0.9976318515960334,7.0,7.0,both,20269,7
5,5,0,0.3,1,0.3,2,0.9976318515960334,7.0,7.0,over,20269,7
5,5,0,0.3,1,0.3,2,0,0,0,exact,0,7
5,5,0,0.3,1,0.3,2,0.9976848023813462,8.0,8.0,both,12094,8
5,5,0,0.3,1,0.3,2,0.9976848023813462,8.0,8.0,over,12094,8
5,5,0,0.3,1,0.3,2,0,0,0,exact,0,8
5,5,0,0.3,1,0.3,2,0.9977060931899642,9.0,9.0,both,6975,9
5,5,0,0.3,1,0.3,2,0.9977060931899642,9.0,9.0,over,6975,9
5,5,0,0.3,1,0.3,2,0,0,0,exact,0,9
5,5,0,0.3,1,0.3,2,0.996755079006772,10.96515237020316,10.96515237020316,both,7088,10
5,5,0,0.3,1,0.3,2,0.996755079006772,10.96515237020316,10.96515237020316,over,7088,10
5,5,0,0.3,1,0.3,2,0,0,0,exact,0,10
5,5,0.1,0.3,1,0.3,2,0.9958514285714286,5.747268571428571,5.171868571428571,both,175000,all
5,5,0.1,0.3,1,0.3,2,0.997697351954748,5.750513090053562,5.371834752822889,over,139839,all
5,5,0.1,0.3,1,0.3,2,0.9885099968715338,5.734364779158727,4.3765820084752995,exact,35161,all
5,5,0.1,0.3,1,0.3,2,0,0,0,both,0,0
5,5,0.1,0.3,1,0.3,2,0,0,0,over,0,0
5,5,0.1,0.3,1,0.3,2,0,0,0,exact,0,0
5,5,0.1,0.3,1,0.3,2,1.0,4.333333333333333,1.0,both,21,1
5,5,0.1,0.3,1,0.3,2,0,0,0,over,0,1
5,5,0.1,0.3,1,0.3,2,1.0,4.333333333333333,1.0,exact,21,1
5,5,0.1,0.3,1,0.3,2,0.9917948717948718,3.2254700854700853,2.0,both,5850,2
5,5,0.1,0.3,1,0.3,2,1.0,4.251461988304094,2.0,over,171,2
5,5,0.1,0.3,1,0.3,2,0.9915478077126255,3.1945765099489347,2.0,exact,5679,2
5,5,0.1,0.3,1,0.3,2,0.9948046477340541,3.527117632604346,3.0,both,28487,3
5,5,0.1,0.3,1,0.3,2,0.9973759778195861,3.2273492424992574,3.0,over,20198,3
5,5,0.1,0.3,1,0.3,2,0.9885390276269755,4.257570273856919,3.0,exact,8289,3
5,5,0.1,0.3,1,0.3,2,0.9961320202559992,4.468509046492098,4.0,both,39297,4
5,5,0.1,0.3,1,0.3,2,0.9976011713760553,4.273466463129693,4.0,over,32099,4
5,5,0.1,0.3,1,0.3,2,0.9895804390108364,5.33828841344818,4.0,exact,7198,4
5,5,0.1,0.3,1,0.3,2,0.9957625960250417,5.5105388337570735,5.0,both,36579,5
5,5,0.1,0.3,1,0.3,2,0.9974931704965451,5.353720070705448,5.0,over,31115,5
5,5,0.1,0.3,1,0.3,2,0.9859077598828697,6.403550512445095,5.0,exact,5464,5
5,5,0.1,0.3,1,0.3,2,0.9964462871103872,6.545013696601762,6.0,both,27014,6
5,5,0.1,0.3,1,0.3,2,0.997989992729761,6.404139759654449,6.0,over,23383,6
5,5,0.1,0.3,1,0.3,2,0.9865050950151474,7.452217020104654,6.0,exact,3631,6
5,5,0.1,0.3,1,0.3,2,0.9962193916128657,7.609143255976269,7.0,both,17193,7
5,5,0.1,0.3,1,0.3,2,0.9975993598292878,7.473392904774607,7.0,over,14996,7
5,5,0.1,0.3,1,0.3,2,0.9868001820664543,8.535730541647702,7.0,exact,2197,7
5,5,0.1,0.3,1,0.3,2,0.9961542354012751,8.692844853759741,8.0,both,9881,8
5,5,0.1,0.3,1,0.3,2,0.9980324074074074,8.56261574074074,8.0,over,8640,8
5,5,0.1,0.3,1,0.3,2,0.9830781627719581,9.599516518936342,8.0,exact,1241,8
5,5,0.1,0.3,1,0.3,2,0.9981248828051753,9.787361710106882,9.0,both,5333,9
5,5,0.1,0.3,1,0.3,2,0.998705501618123,9.651564185544768,9.0,over,4635,9
5,5,0.1,0.3,1,0.3,2,0.994269340974212,10.689111747851003,9.0,exact,698,9
5,5,0.1,0.3,1,0.3,2,0.9973807296538821,11.869971936389149,10.913376987839102,both,5345,10
5,5,0.1,0.3,1,0.3,2,0.9982616253802694,11.721642764015645,10.903954802259888,over,4602,10
5,5,0.1,0.3,1,0.3,2,0.9919246298788694,12.788694481830417,10.971736204576043,exact,743,10
5,5,0.3,0.3,1,0.3,2,0.9928,6.52032,4.565045714285715,both,175000,all
5,5,0.3,0.3,1,0.3,2,0.9970494460956498,6.646668467981627,5.051305052688463,over,92525,all
5,5,0.3,0.3,1,0.3,2,0.9880327371930888,6.37857532585632,4.019533191876326,exact,82475,all
5,5,0.3,0.3,1,0.3,2,1.0,6.5,0.0,both,2,0
5,5,0.3,0.3,1,0.3,2,0,0,0,over,0,0
5,5,0.3,0.3,1,0.3,2,1.0,6.5,0.0,exact,2,0
5,5,0.3,0.3,1,0.3,2,0.9924357034795764,5.034795763993949,1.0,both,661,1
5,5,0.3,0.3,1,0.3,2,1.0,6.473684210526316,1.0,over,19,1
5,5,0.3,0.3,1,0.3,2,0.9922118380062306,4.992211838006231,1.0,exact,642,1
5,5,0.3,0.3,1,0.3,2,0.9923716692271017,3.9130688139005136,2.0,both,18877,2
5,5,0.3,0.3,1,0.3,2,0.9964391691394658,4.906824925816024,2.0,over,1685,2
5,5,0.3,0.3,1,0.3,2,0.9919730107026524,3.815670079106561,2.0,exact,17192,2
5,5,0.3,0.3,1,0.3,2,0.9930173901500067,4.629709279171645,3.0,both,37665,3
5,5,0.3,0.3,1,0.3,2,0.9973007018175274,4.102093455701517,3.0,over,16671,3
5,5,0.3,0.3,1,0.3,2,0.9896160807849862,5.048680575402496,3.0,exact,20994,3
5,5,0.3,0.3,1,0.3,2,0.9923378341278358,5.689844510445004,4.0,both,40067,4
5,5,0.3,0.3,1,0.3,2,0.9970050783454143,5.238899257780286,4.0,over,23039,4
5,5,0.3,0.3,1,0.3,2,0.9860230209067419,6.299976509278835,4.0,exact,17028,4
